,surprise,fear,disgust,happy,sad,angry,neutral
surprise,0.9759036144578314,0.0,0.0,0.012048192771084338,0.0,0.012048192771084338,0.0
fear,0.04,0.48,0.08,0.04,0.36,0.0,0.0
disgust,0.0,0.0,0.847457627118644,0.01694915254237288,0.0,0.1016949152542373,0.03389830508474576
happy,0.0,0.0,0.014492753623188406,0.9855072463768116,0.0,0.0,0.0
sad,0.0,0.0,0.03571428571428571,0.0,0.6428571428571429,0.07142857142857142,0.25
angry,0.022222222222222223,0.022222222222222223,0.37777777777777777,0.022222222222222223,0.15555555555555556,0.2,0.2
neutral,0.023608768971332208,0.003372681281618887,0.025295109612141653,0.04215851602023609,0.06070826306913996,0.01854974704890388,0.8263069139966274
