,angry,disgust,fear,happy,neutral,sad,surprise
angry,0.37777777777777777,0.08888888888888889,0.0,0.0,0.4444444444444444,0.08888888888888889,0.0
disgust,0.4406779661016949,0.4915254237288136,0.0,0.01694915254237288,0.05084745762711865,0.0,0.0
fear,0.0,0.04,0.12,0.44,0.2,0.04,0.16
happy,0.0,0.0,0.0,1.0,0.0,0.0,0.0
neutral,0.03035413153456998,0.00505902192242833,0.0016863406408094434,0.01854974704890388,0.9190556492411467,0.01517706576728499,0.01011804384485666
sad,0.32142857142857145,0.0,0.03571428571428571,0.0,0.5,0.14285714285714285,0.0
surprise,0.0,0.0,0.0,0.0,0.3253012048192771,0.0,0.6746987951807228
