,surprise,fear,disgust,happy,sad,angry,neutral
surprise,0.927710843373494,0.012048192771084338,0.0,0.0,0.0,0.0,0.060240963855421686
fear,0.12,0.28,0.04,0.0,0.52,0.0,0.04
disgust,0.0,0.0,0.7288135593220338,0.01694915254237288,0.03389830508474576,0.13559322033898305,0.0847457627118644
happy,0.0,0.0,0.0,0.9855072463768116,0.014492753623188406,0.0,0.0
sad,0.0,0.0,0.0,0.0,0.8928571428571429,0.0,0.10714285714285714
angry,0.022222222222222223,0.0,0.2,0.0,0.4222222222222222,0.15555555555555556,0.2
neutral,0.0016863406408094434,0.0,0.00505902192242833,0.045531197301854974,0.06913996627318718,0.003372681281618887,0.8752107925801011
