Epoch,Test Accuracy,Test Loss,Test F1-score,Test Precision,Test Recall,Val Accuracy,Val Loss,Val F1-score,Val Precision,Val Recall,Train Accuracy,Train Loss,Train F1-score,Train Precision,Train Recall
1,0.4617,1.4802,0.415,0.4643,0.4426,0.4537,1.487,0.4073,0.4376,0.4556,0.4477,1.4512,0.4365,0.4317,0.4484
2,0.5396,1.2073,0.5224,0.5349,0.5406,0.5378,1.2038,0.5127,0.5356,0.5231,0.5511,1.1949,0.5405,0.5375,0.55
3,0.5795,1.1833,0.5337,0.5724,0.5396,0.5711,1.1967,0.5257,0.5329,0.5615,0.5916,1.0947,0.5826,0.5803,0.591
4,0.5816,1.1303,0.537,0.5791,0.5342,0.5853,1.1256,0.5333,0.5335,0.5719,0.6177,1.0176,0.611,0.6088,0.6179
5,0.6193,1.021,0.5853,0.6009,0.5917,0.6263,1.0068,0.5877,0.5982,0.5984,0.6391,0.9677,0.6322,0.6308,0.6382
6,0.611,1.0759,0.5687,0.6226,0.5666,0.6148,1.0657,0.5693,0.5683,0.6104,0.6495,0.9257,0.6451,0.6435,0.6507
7,0.6247,1.0272,0.593,0.6084,0.612,0.625,1.0157,0.5948,0.612,0.6073,0.6658,0.8902,0.6582,0.6577,0.6634
8,0.6435,0.9798,0.6254,0.621,0.6321,0.64,0.986,0.617,0.6251,0.6112,0.6814,0.8464,0.6748,0.6738,0.6798
9,0.6098,1.068,0.5884,0.6134,0.5943,0.6097,1.0527,0.5799,0.5966,0.5994,0.6922,0.8293,0.6881,0.6873,0.6922
10,0.6669,0.9351,0.659,0.6586,0.6665,0.6717,0.9323,0.6514,0.6607,0.649,0.734,0.7171,0.7295,0.7297,0.7324
11,0.6659,0.9499,0.6612,0.6587,0.6643,0.6661,0.9442,0.6511,0.6564,0.6474,0.7568,0.6527,0.7549,0.7552,0.7571
12,0.6624,0.9503,0.6556,0.6554,0.6607,0.6722,0.94,0.657,0.6636,0.6548,0.7649,0.6388,0.7636,0.7635,0.7656
13,0.6725,0.9642,0.6581,0.6674,0.6516,0.6686,0.9746,0.6456,0.6393,0.654,0.7775,0.5977,0.7765,0.7764,0.7781
14,0.6656,0.9649,0.658,0.6562,0.666,0.6698,0.977,0.6497,0.6577,0.6475,0.7845,0.5784,0.7837,0.7841,0.785
15,0.6556,1.0382,0.6467,0.6543,0.6583,0.6569,1.0385,0.6395,0.6522,0.6462,0.8011,0.545,0.7988,0.7991,0.7997
16,0.6751,0.9909,0.6698,0.6607,0.6868,0.6658,1.0079,0.6462,0.66,0.6401,0.8079,0.518,0.8071,0.8072,0.808
17,0.6691,1.0522,0.6604,0.66,0.6695,0.6686,1.0628,0.6459,0.6538,0.6449,0.8216,0.4855,0.8215,0.8212,0.8224
18,0.6744,1.0413,0.6722,0.6643,0.6871,0.6729,1.0349,0.6568,0.6664,0.6524,0.8267,0.4694,0.8252,0.8251,0.8257
19,0.6896,1.0551,0.685,0.6765,0.6974,0.6771,1.0628,0.6623,0.67,0.6565,0.8539,0.4,0.8544,0.8545,0.8548
20,0.6856,1.0836,0.6791,0.6695,0.6967,0.6759,1.0934,0.6566,0.6672,0.6508,0.8638,0.3758,0.8636,0.8636,0.8639
21,0.6907,1.098,0.6809,0.673,0.6947,0.6816,1.1017,0.6635,0.6772,0.6551,0.8748,0.346,0.8747,0.8747,0.875
22,0.6775,1.1108,0.6741,0.6691,0.6867,0.6747,1.1246,0.6577,0.6689,0.6549,0.8775,0.3391,0.8776,0.8777,0.8779
23,0.6863,1.1615,0.6819,0.6677,0.7042,0.6773,1.1641,0.6627,0.6776,0.6529,0.8882,0.3148,0.888,0.888,0.8882
24,0.6871,1.1667,0.6833,0.6758,0.6976,0.6768,1.1863,0.658,0.6727,0.6509,0.8909,0.3036,0.8905,0.8905,0.8908
25,0.6845,1.2056,0.6834,0.6692,0.7033,0.6818,1.2187,0.6638,0.6827,0.6509,0.8964,0.2877,0.8961,0.8961,0.8962
26,0.6849,1.1984,0.6769,0.6675,0.6937,0.6789,1.2096,0.6624,0.6783,0.6536,0.8977,0.284,0.8985,0.8985,0.8987
27,0.6839,1.2537,0.6817,0.6742,0.6935,0.6797,1.2609,0.6619,0.6728,0.6548,0.9035,0.2656,0.9039,0.9039,0.904
28,0.689,1.2697,0.6851,0.6739,0.7014,0.6794,1.2812,0.6596,0.6754,0.6493,0.914,0.2439,0.9134,0.9134,0.9134
29,0.6902,1.2701,0.6849,0.6726,0.7033,0.682,1.2722,0.6648,0.6825,0.6526,0.9175,0.2309,0.9176,0.9176,0.9177
30,0.6872,1.2588,0.6799,0.6729,0.6895,0.6846,1.2651,0.6667,0.6749,0.6605,0.9171,0.2296,0.9174,0.9173,0.9175
31,0.6879,1.3058,0.6838,0.6724,0.6997,0.6816,1.3137,0.6651,0.6798,0.6548,0.9217,0.2198,0.9221,0.9221,0.9222
