,angry,disgust,fear,happy,neutral,sad,surprise
angry,0.5333333333333333,0.0,0.0,0.0,0.2,0.26666666666666666,0.0
disgust,0.711864406779661,0.1694915254237288,0.01694915254237288,0.01694915254237288,0.05084745762711865,0.03389830508474576,0.0
fear,0.16,0.0,0.16,0.0,0.04,0.44,0.2
happy,0.0,0.0,0.0,1.0,0.0,0.0,0.0
neutral,0.0016863406408094434,0.0,0.01011804384485666,0.00505902192242833,0.8836424957841484,0.09949409780775717,0.0
sad,0.10714285714285714,0.0,0.0,0.0,0.14285714285714285,0.75,0.0
surprise,0.10843373493975904,0.0,0.08433734939759036,0.012048192771084338,0.07228915662650602,0.0,0.7228915662650602
