Epoch,Test Accuracy,Test Loss,Test F1-score,Test Precision,Test Recall,Val Accuracy,Val Loss,Val F1-score,Val Precision,Val Recall,Train Accuracy,Train Loss,Train F1-score,Train Precision,Train Recall
1,0.5979,1.1228,0.5461,0.6030,0.5479,0.5902,1.1663,0.5361,0.5354,0.5939,0.5578,1.2160,0.5526,0.5499,0.5574
2,0.6275,1.0445,0.6102,0.6273,0.6166,0.6177,1.0550,0.5903,0.6022,0.5959,0.6753,0.8869,0.6709,0.6698,0.6743
3,0.6506,0.9538,0.6404,0.6373,0.6489,0.6529,0.9680,0.6282,0.6341,0.6278,0.7101,0.7867,0.7069,0.7063,0.7097
4,0.6563,0.9714,0.6489,0.6470,0.6559,0.6513,0.9897,0.6329,0.6397,0.6305,0.7366,0.7197,0.7343,0.7338,0.7362
5,0.6576,1.0520,0.6420,0.6514,0.6432,0.6494,1.0512,0.6215,0.6243,0.6274,0.7591,0.6747,0.7591,0.7589,0.7607
6,0.6500,1.0552,0.6441,0.6395,0.6717,0.6517,1.0661,0.6298,0.6646,0.6207,0.7738,0.6173,0.7728,0.7726,0.7737
7,0.6565,1.0721,0.6371,0.6541,0.6249,0.6442,1.0974,0.6130,0.6040,0.6259,0.7848,0.5889,0.7844,0.7841,0.7851
8,0.6496,1.0714,0.6466,0.6454,0.6530,0.6437,1.0688,0.6308,0.6427,0.6251,0.8061,0.5381,0.8059,0.8058,0.8064
9,0.6431,1.1178,0.6238,0.6376,0.6203,0.6357,1.1436,0.6119,0.6114,0.6226,0.8224,0.5028,0.8216,0.8217,0.8221
10,0.6804,1.1341,0.6740,0.6633,0.6926,0.6790,1.1347,0.6655,0.6833,0.6552,0.8905,0.3162,0.8903,0.8903,0.8905
11,0.6868,1.2102,0.6780,0.6634,0.7036,0.6891,1.2180,0.6737,0.6971,0.6596,0.9218,0.2317,0.9221,0.9221,0.9222
12,0.6892,1.3404,0.6878,0.6778,0.7007,0.6766,1.3527,0.6615,0.6786,0.6489,0.9374,0.1842,0.9379,0.9379,0.9379
13,0.6838,1.4528,0.6772,0.6632,0.7001,0.6815,1.4734,0.6688,0.6993,0.6523,0.9463,0.1575,0.9467,0.9467,0.9467
