,angry,disgust,fear,happy,neutral,sad,surprise
angry,0.6888888888888889,0.0,0.022222222222222223,0.0,0.2222222222222222,0.06666666666666667,0.0
disgust,0.6101694915254238,0.2711864406779661,0.01694915254237288,0.01694915254237288,0.05084745762711865,0.03389830508474576,0.0
fear,0.2,0.0,0.16,0.12,0.12,0.2,0.2
happy,0.0,0.0,0.0,0.9565217391304348,0.043478260869565216,0.0,0.0
neutral,0.04384485666104553,0.0,0.03709949409780776,0.013490725126475547,0.8718381112984823,0.03035413153456998,0.003372681281618887
sad,0.25,0.0,0.14285714285714285,0.0,0.17857142857142858,0.42857142857142855,0.0
surprise,0.04819277108433735,0.0,0.024096385542168676,0.0,0.03614457831325301,0.012048192771084338,0.8795180722891566
