,surprise,fear,disgust,happy,sad,angry,neutral
surprise,0.9879518072289156,0.0,0.0,0.0,0.0,0.0,0.012048192771084338
fear,0.16,0.4,0.0,0.0,0.44,0.0,0.0
disgust,0.01694915254237288,0.0,0.7288135593220338,0.01694915254237288,0.01694915254237288,0.15254237288135594,0.06779661016949153
happy,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sad,0.07142857142857142,0.0,0.03571428571428571,0.0,0.75,0.0,0.14285714285714285
angry,0.08888888888888889,0.0,0.13333333333333333,0.044444444444444446,0.3333333333333333,0.08888888888888889,0.3111111111111111
neutral,0.06070826306913996,0.0016863406408094434,0.003372681281618887,0.021922428330522766,0.021922428330522766,0.0,0.8903878583473862
