,surprise,fear,disgust,happy,sad,angry,neutral
surprise,0.9879518072289156,0.0,0.0,0.012048192771084338,0.0,0.0,0.0
fear,0.08,0.4,0.04,0.0,0.48,0.0,0.0
disgust,0.0,0.0,0.847457627118644,0.01694915254237288,0.01694915254237288,0.1016949152542373,0.01694915254237288
happy,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sad,0.0,0.0,0.07142857142857142,0.0,0.8571428571428571,0.0,0.07142857142857142
angry,0.044444444444444446,0.0,0.28888888888888886,0.0,0.4,0.1111111111111111,0.15555555555555556
neutral,0.01517706576728499,0.0,0.00505902192242833,0.025295109612141653,0.09443507588532883,0.003372681281618887,0.8566610455311973
