,angry,disgust,fear,happy,neutral,sad,surprise
angry,0.6222222222222222,0.0,0.0,0.0,0.2222222222222222,0.15555555555555556,0.0
disgust,0.5423728813559322,0.22033898305084745,0.0,0.03389830508474576,0.1864406779661017,0.01694915254237288,0.0
fear,0.28,0.04,0.12,0.08,0.04,0.24,0.2
happy,0.0,0.0,0.0,1.0,0.0,0.0,0.0
neutral,0.016863406408094434,0.0,0.006745362563237774,0.008431703204047217,0.924114671163575,0.04384485666104553,0.0
sad,0.07142857142857142,0.0,0.03571428571428571,0.0,0.14285714285714285,0.75,0.0
surprise,0.03614457831325301,0.0,0.024096385542168676,0.024096385542168676,0.03614457831325301,0.03614457831325301,0.8433734939759037
