,angry,disgust,fear,happy,neutral,sad,surprise
angry,0.37777777777777777,0.022222222222222223,0.08888888888888889,0.0,0.28888888888888886,0.2222222222222222,0.0
disgust,0.4915254237288136,0.3728813559322034,0.0,0.03389830508474576,0.0847457627118644,0.01694915254237288,0.0
fear,0.08,0.0,0.24,0.0,0.08,0.4,0.2
happy,0.0,0.0,0.0,0.927536231884058,0.07246376811594203,0.0,0.0
neutral,0.01011804384485666,0.0,0.003372681281618887,0.00505902192242833,0.8532883642495784,0.1281618887015177,0.0
sad,0.07142857142857142,0.0,0.07142857142857142,0.0,0.10714285714285714,0.75,0.0
surprise,0.0,0.0,0.03614457831325301,0.0,0.012048192771084338,0.0,0.9518072289156626
