,surprise,fear,disgust,happy,sad,angry,neutral
surprise,0.9879518072289156,0.0,0.0,0.012048192771084338,0.0,0.0,0.0
fear,0.2,0.2,0.16,0.08,0.36,0.0,0.0
disgust,0.0,0.0,0.7966101694915254,0.0,0.0,0.1694915254237288,0.03389830508474576
happy,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sad,0.03571428571428571,0.0,0.0,0.0,0.8928571428571429,0.0,0.07142857142857142
angry,0.022222222222222223,0.0,0.5333333333333333,0.0,0.17777777777777778,0.1111111111111111,0.15555555555555556
neutral,0.06745362563237774,0.006745362563237774,0.008431703204047217,0.05227655986509275,0.03372681281618887,0.0016863406408094434,0.8296795952782462
