,surprise,fear,disgust,happy,sad,angry,neutral
surprise,82,0,0,1,0,0,0
fear,5,11,0,0,7,1,1
disgust,1,0,47,0,0,9,2
happy,0,0,0,68,0,1,0
sad,0,0,4,0,14,1,9
angry,3,1,16,0,6,6,13
neutral,34,0,3,17,2,0,537
